InvoiceNo,CustomerID,TotalPrice
552869,15106,367.75000000000006
560891,15106,254.37999999999997
569677,15106,269.62999999999994
577814,15106,120.06
561226,15618,222.83100000000002
566026,15618,74.4
566027,15618,121.80999999999999
574747,15618,357.80999999999995
545158,15874,584.35
547935,15874,240.34999999999997
547936,15874,56.05
549431,15874,1163.75
552064,15874,118.30000000000001
556830,15874,44.949999999999996
570113,15874,2198.13
548466,16386,61.1
575856,16386,256.09999999999997
553343,16642,307.73
537351,16898,116.08000000000001
556916,16898,203.38999999999996
576066,16898,189.34
568181,17154,329.34
552308,17410,302.4
565454,17410,117.15
570836,17410,449.15000000000009
574024,17410,109.68
578306,17410,236.34000000000003
569579,17666,409.08
538260,18178,300.65
543123,18178,333.29999999999995
551734,18178,465.98999999999995
562131,18178,490.87000000000012
545647,12547,159.4
554792,12547,48.4
548734,13059,183.4
548484,13571,145.26999999999998
551281,13571,126.74000000000001
555114,13571,120.58999999999999
556020,13571,114.71000000000001
560727,13571,126.58000000000001
562339,13571,167.26000000000002
565971,13571,282.68
569215,13571,205.27999999999997
572858,13571,136.62999999999997
573889,13571,213.82
575969,13571,228.97000000000003
578850,13571,223.79
560584,13827,112.74000000000005
561710,13827,188.01999999999995
571032,13827,111.29000000000002
536945,14083,309.53999999999996
539637,14083,112.68000000000002
539639,14083,37.669999999999995
546390,14083,14.399999999999999
554506,14083,15.18
561815,14083,41.600000000000009
562532,14083,17.85
549596,14339,309.52
542606,14595,163.8
566868,14595,136.23
570216,14595,141.75
571243,14595,1091.29
576601,14595,81.54000000000002
577491,14595,125.99000000000001
547945,14851,206.13
576809,14851,305.21999999999997
536748,15107,116.0
538869,15107,61.05
540542,15107,78.2
540797,15107,8.5
541109,15107,14.95
542903,15107,40.8
536698,15363,325.99999999999994
579257,15619,336.40000000000003
549995,16131,1056.36
553392,16131,608.16
563435,16131,596.98
563436,16131,17.0
571829,16131,1177.6399999999999
571830,16131,50.400000000000006
541732,16387,94.36
549301,16643,487.51000000000005
538841,16899,170.55
553384,16899,176.99999999999997
559881,16899,162.63
566225,16899,78.100000000000009
577541,16899,381.7
556822,17155,143.29999999999998
578004,17155,108.4
547511,17411,285.58
568140,17411,283.86
578948,17411,209.5
543821,17667,928.05000000000007
552990,17667,366.50000000000006
553000,17667,62.120000000000005
558642,17667,394.34
569520,17667,304.50000000000006
545433,17923,207.50000000000003
540472,18179,335.8
541370,18179,287.1
548317,18179,270.26
548649,18179,210.0
571444,18179,469.43
579848,18179,220.58000000000004
558108,12548,95.199999999999989
548452,13060,307.53
548324,13316,1622.4799999999998
561873,13316,2157.5000000000005
567615,13316,683.57999999999993
574049,13316,1514.1700000000003
553661,13572,1384.2500000000005
577090,13828,209.49
551890,14340,134.7
548650,14852,490.4
556814,14852,153.23999999999998
556815,14852,564.61
560928,14852,425.96
565439,14852,554.21
570830,14852,648.27000000000021
551013,15108,191.39999999999998
555542,15108,387.0499999999999
555721,15108,45.0
560783,15108,676.80000000000007
548332,15364,331.80000000000007
565465,15364,581.3900000000001
539261,15620,424.4899999999999
551584,15620,450.51999999999987
571205,15620,678.16999999999985
552820,16644,722.41000000000008
556889,16644,111.36999999999999
570127,16900,752.68000000000029
577492,16900,125.48000000000002
578126,16900,8.95
536802,17412,197.3
539308,17412,250.46000000000004
543540,17412,141.36
554955,17412,120.7
570632,17412,160.39999999999998
576692,17412,201.44
573900,17668,161.85000000000002
536397,17924,279.0
543691,17924,223.20000000000002
569247,17924,1574.52
573599,17924,447.3
573600,17924,145.92000000000002
579006,17924,128.88
579007,17924,163.68
560603,18180,300.65000000000003
561219,18180,301.2
566431,18180,303.36
567383,18180,301.15000000000003
570593,18180,326.65999999999997
568713,13061,248.61
539082,13317,205.80000000000004
539083,13317,32.25
550125,13317,444.63
554560,13317,423.99999999999994
554561,13317,207.3
569493,13317,959.7
548507,13573,31.770000000000003
572090,13573,262.63
537366,14085,308.05
538634,14085,491.24000000000007
539920,14085,390.94999999999993
541014,14085,222.97000000000003
541683,14085,330.47999999999996
543108,14085,244.22000000000003
546121,14085,155.45000000000005
547662,14085,150.34
547794,14085,207.21000000000004
554682,14085,311.49999999999994
557251,14085,147.95000000000002
560862,14085,287.83
572744,14085,260.79
572745,14085,29.75
579872,14085,278.82
542111,14341,224.48000000000002
542113,14341,111.15
552303,14341,247.77000000000004
552305,14341,119.75
561866,14341,115.08
562014,14341,321.29
572741,14341,797.19999999999982
572742,14341,245.56
555232,14597,165.1
579145,14597,718.05000000000007
552988,14853,214.5
576616,14853,261.3
549317,15109,484.95000000000005
542530,15365,208.61
565451,15365,752.67000000000019
567204,15365,765.1500000000002
567205,15365,218.72000000000003
576084,15365,15.0
576085,15365,218.72
576086,15365,135.45
577209,15621,563.28
579183,15621,481.68000000000006
577855,15877,242.25999999999996
542131,16133,323.71000000000004
544932,16133,307.2
549304,16133,301.53
549597,16133,403.34000000000003
550823,16133,2210.05
551559,16133,612.16
551560,16133,820.74
553742,16133,310.5
554643,16133,792.62000000000012
554649,16133,79.199999999999989
554915,16133,325.6
555820,16133,304.71999999999997
560634,16133,421.44000000000005
561360,16133,375.0
561995,16133,306.02
562092,16133,457.86
562854,16133,304.96000000000004
562966,16133,424.08000000000004
563367,16133,303.83
563508,16133,308.07999999999993
564096,16133,309.5
564171,16133,308.66
564842,16133,308.47
568158,16133,1146.8
569103,16133,312.20000000000005
570449,16133,291.4
571504,16133,301.08
573423,16133,308.77
575899,16133,359.89999999999992
578106,16133,312.5
545328,16389,119.65
553684,16389,550.52
567894,16389,408.54
571474,16389,303.36
557065,17157,161.46
548730,17669,475.5
549992,17669,516.0
553144,17669,619.5
557763,17669,453.72
562788,17669,368.50000000000006
566875,17669,761.5
573157,17669,212.0
536616,17925,244.08
576600,18181,382.79999999999995
567653,12550,964.8299999999997
555251,13062,346.98
574047,13318,302.96
553145,14342,309.59999999999997
561196,14342,110.14
575165,14342,91.039999999999992
577313,14342,157.78
572867,14598,221.97000000000003
546223,14854,462.28000000000003
548665,14854,193.08
551085,14854,535.96999999999991
557799,14854,726.85
558356,14854,15.0
561814,14854,368.45000000000005
567911,14854,458.2
542026,15110,169.65
562451,15110,206.9
572764,15110,303.85
576660,15110,315.7
539285,15366,105.54
568202,15366,496.97
545417,15622,575.99999999999989
551414,15622,1537.2000000000005
551415,15622,78.6
554817,15622,302.8
554820,15622,107.4
566629,15622,613.7700000000001
566631,15622,42.24
566632,15622,69.6
573131,15622,381.95000000000005
539018,16134,283.53000000000009
577160,16134,334.55999999999995
563351,16902,1706.88
538832,17158,413.78999999999996
550826,17158,284.76
574901,17158,568.42000000000007
556010,17414,598.0
573005,17414,180.0
550999,17670,205.7
553922,17926,211.73000000000002
561803,17926,185.56
539351,12551,168.0
537889,13319,670.48000000000013
537891,13319,88.8
539592,13319,14.850000000000001
539593,13319,776.95000000000016
540015,13319,510.89
543486,13319,510.06999999999994
543487,13319,197.0
546522,13319,373.84
546523,13319,52.199999999999996
548740,13319,599.84
553220,13319,732.92000000000007
555634,13319,210.06
555635,13319,271.99999999999994
557801,13319,573.53999999999985
559989,13319,521.49000000000012
559990,13319,87.300000000000011
561615,13319,358.6400000000001
563723,13319,346.2
566087,13319,493.40000000000003
569403,13319,678.11000000000013
569404,13319,180.0
575656,13319,1855.99
575657,13319,112.03999999999999
575658,13319,24.96
578085,13319,294.88
557041,13575,88.55
561708,13575,130.2
569015,13575,258.46000000000004
570790,13575,147.41
576769,13575,107.45
537127,13831,408.0
551879,13831,311.29999999999995
554278,13831,378.68999999999994
561044,13831,357.4
566479,13831,340.2
578304,13831,407.4
561603,14855,306.35
563175,14855,339.29999999999995
536639,15111,288.5
569401,15111,949.30000000000018
575700,15111,329.68000000000006
546116,15367,764.58000000000015
549424,15367,651.59999999999991
571056,15367,434.40999999999997
571057,15367,27.0
560896,15623,301.03000000000003
547360,16135,517.55
553740,16647,127.75000000000001
557856,16647,86.31
575681,16903,373.2399999999999
557528,17159,528.45000000000016
568210,17159,398.22
577171,17159,612.20999999999992
567623,17415,507.83999999999986
538079,17671,394.17999999999995
553012,17671,392.5499999999999
558995,17671,311.82000000000005
578433,17671,474.16
546165,18183,312.8
551161,18183,319.27000000000004
573508,12552,317.81999999999994
573768,12552,120.0
537246,12808,129.4
556024,12808,151.95000000000002
574099,12808,202.3
541252,13064,203.3
559528,13064,455.94999999999993
566422,13064,183.07999999999998
578929,13064,277.16
552544,13320,319.81
552545,13320,188.8
564437,13320,472.53999999999996
567935,13320,567.55
536595,13576,349.15000000000003
540354,13576,623.68000000000006
543029,13576,349.89000000000004
544604,13576,364.32000000000005
547486,13576,330.24
550658,13576,426.24
551854,13576,302.88
555521,13576,389.61
557089,13576,343.44
558719,13576,351.48
561023,13576,354.24
563719,13576,332.04
565418,13576,323.73
568954,13576,502.44000000000005
571848,13576,283.89000000000004
575659,13576,543.36
578174,13576,219.23
579495,13576,327.48
577556,13832,52.199999999999996
541789,14088,7544.91
555400,14088,5913.9
555401,14088,1896.0300000000002
557788,14088,33.16
560580,14088,8801.5099999999984
561462,14088,313.5
562153,14088,1004.8800000000001
571281,14088,8132.3100000000022
574067,14088,3962.8500000000008
577328,14088,188.7
578305,14088,10584.770000000002
578674,14088,39.480000000000004
579501,14088,2075.81
537332,14344,322.80000000000007
537471,14344,17.85
539310,14344,15.0
546113,14344,146.17999999999998
547923,14344,82.55
553412,14344,61.5
561132,14344,126.75
562365,14344,117.30000000000001
543285,14600,393.33000000000004
571123,14856,1003.2699999999999
574281,14856,297.91
574283,14856,10.2
577334,15368,446.94000000000005
547922,15624,183.9
553491,15624,127.5
561511,15624,208.63
563250,15624,68.100000000000009
537144,15880,343.27999999999992
545711,16136,159.29999999999998
567957,16136,143.34
570498,16136,406.7399999999999
546635,16392,221.19000000000003
573159,16648,290.66
537614,16904,322.79999999999995
537616,16904,15.9
541564,16904,192.26
543924,16904,101.45000000000003
547651,16904,433.28999999999974
551436,16904,222.47000000000003
556905,16904,336.1099999999999
558159,16904,167.59
558535,16904,279.77
560223,16904,187.39
561917,16904,228.94000000000005
562932,16904,282.97
564139,16904,263.12999999999988
565735,16904,15.0
575637,16904,356.17999999999995
549789,17160,611.91
551400,17160,593.15999999999985
558778,17160,471.21999999999997
561359,17160,566.84
564050,17160,758.05000000000018
575091,17160,516.84999999999991
545530,17416,2114.7099999999996
553919,17416,1005.7000000000002
554834,17416,327.59999999999997
557119,17416,937.7399999999999
563940,17416,908.73999999999944
567975,17416,584.32
575612,17416,1014.61
543116,17672,1177.84
572082,17672,2000.3300000000002
549286,17928,78.26
572682,17928,134.28
578622,18184,49.8
541138,12553,700.30999999999983
544423,12553,6.3
545583,12553,317.25000000000006
547722,12553,357.90999999999991
553843,12553,352.85000000000008
559422,12553,284.75
563926,12553,400.22
570841,12553,477.55000000000007
576245,12553,518.12
556829,12809,489.30999999999995
536590,13065,205.86
566746,13321,259.04
568704,13321,308.32
549745,13577,356.75
559937,13577,465.34999999999997
565990,13577,371.7000000000001
576328,13577,493.8
558767,13833,384.7999999999999
571178,14089,161.0
573758,14345,108.97999999999999
579269,14601,213.96000000000004
560049,14857,522.52
570501,14857,650.6
571289,15113,2242.6900000000005
576111,15113,78.0
579525,15113,1288.6399999999999
550479,15625,695.33000000000015
556533,15625,249.94
561909,15625,301.14
564710,15625,287.84999999999997
538309,15881,114.45000000000002
538534,15881,40.8
542745,15881,339.28999999999996
542746,15881,1.9
542759,15881,4.95
537158,16393,184.8
538417,16393,106.75
544393,16393,214.05000000000004
550157,16393,128.25
552286,16393,205.37
555857,16393,133.62000000000003
559120,16393,380.45
560688,16393,153.34
565751,16393,258.64
571656,16393,354.36
576677,16393,319.85999999999984
579162,16393,300.02
536860,16905,254.39999999999998
547712,16905,380.97999999999996
550314,16905,218.54999999999998
572307,16905,1205.8100000000002
577524,16905,546.63999999999987
577525,16905,161.35
541856,17673,402.41999999999996
546951,17673,377.64000000000004
555653,17673,287.19
558570,17673,142.51999999999998
569470,17673,306.87999999999994
543186,17929,196.20000000000002
548316,17929,238.79999999999998
563742,17929,272.0
579245,17929,136.0
548861,18185,304.24999999999994
574936,13066,151.80999999999997
576554,13066,318.99
578040,13322,199.48000000000002
541525,14090,76.320000000000007
544065,14346,262.44
562949,14346,759.14
543648,15114,259.05
549309,15114,215.34
552193,15114,243.52
556296,15114,309.33999999999992
560088,15114,135.62
563362,15114,191.14000000000001
565855,15114,324.96000000000004
567676,15114,197.29
569008,15114,376.02
575367,15114,508.27999999999992
540782,15370,184.20000000000002
544070,15370,570.02
553925,15370,373.72
560920,15370,385.51999999999992
568907,15370,525.79000000000008
570510,15370,33.0
573325,15370,313.79999999999995
541126,15626,281.88
568220,15626,393.9199999999999
537377,15882,270.52
537380,15882,100.80000000000001
554629,15882,135.14
554631,15882,9.8999999999999986
544754,16394,312.40999999999997
549012,16394,306.89000000000004
557614,16394,313.8
568685,16394,308.76000000000005
571125,16394,313.47999999999996
568791,16650,518.42000000000007
548983,16906,114.64
553664,16906,99.0
555584,16906,181.3
567288,16906,184.83000000000004
543342,17162,424.41000000000008
545869,17162,196.45
545870,17162,15.299999999999999
549440,17162,173.25
549441,17162,9.9
555280,17162,233.92000000000002
555281,17162,47.75
555283,17162,64.3
561903,17162,298.37999999999994
575828,17162,251.79999999999995
541649,17418,167.39
573270,17418,296.07
537244,17674,300.65999999999997
568320,17674,250.37999999999997
550160,17930,390.59999999999997
558632,17930,303.53999999999996
568870,17930,296.46
569889,17930,323.03999999999996
574346,17930,426.84
545191,12811,240.25
547444,12811,247.6
547566,12811,27.0
567175,13067,115.46000000000002
567097,13323,120.30000000000001
574913,13323,97.7
577162,13323,137.3
537223,13579,164.70000000000002
578681,13579,302.34000000000003
552309,13835,328.4500000000001
559326,13835,208.89
571657,13835,205.57000000000002
576346,13835,91.66
546169,14603,660.0
553873,14859,296.86
567476,14859,630.2600000000001
578854,14859,388.42000000000007
578857,14859,38.2
577756,15115,340.11
574725,15883,143.76000000000002
553421,16139,139.79999999999998
563847,16139,166.57
577602,16139,329.03999999999996
541038,16395,301.13999999999993
541615,16395,149.42000000000002
558063,16395,516.69
567796,16395,304.96000000000004
570404,16395,214.69
538155,16907,182.01999999999998
544666,16907,250.67999999999995
550632,16907,151.29999999999998
560098,16907,127.88000000000001
575718,16907,269.77000000000004
567893,17163,123.10000000000001
577136,17163,170.0
537629,17419,356.87
537631,17419,17.4
541522,17419,330.2
544332,17419,333.0
545915,17419,329.08000000000004
547004,17419,321.74999999999994
548757,17419,357.5
560547,17419,614.19999999999993
569726,17419,465.54999999999995
573745,17419,318.41
576924,17419,477.67000000000007
579156,17419,304.94
537609,17675,617.12
538176,17675,402.0
540120,17675,969.3599999999999
542780,17675,698.6
543746,17675,324.25
544810,17675,635.41
546555,17675,696.85000000000014
548154,17675,465.70000000000005
549998,17675,498.15999999999991
551301,17675,1007.4
551893,17675,464.30000000000007
553845,17675,727.00000000000011
555536,17675,239.46
556727,17675,555.80000000000007
558481,17675,483.01000000000005
559791,17675,527.3
560716,17675,1532.7599999999993
561115,17675,252.4
562146,17675,614.78000000000009
562841,17675,392.05999999999995
562842,17675,245.8
563912,17675,962.08999999999969
564849,17675,762.57999999999993
569110,17675,1025.78
569111,17675,25.200000000000003
573556,17675,764.31999999999994
574062,17675,1183.9
577318,17675,1072.73
577601,17675,978.57999999999981
548148,17931,297.19999999999993
561678,17931,111.16000000000001
559665,12556,312.90000000000003
572065,12556,290.81
572763,12812,229.64
541865,13068,165.0
579469,13068,179.0
538687,13324,650.1
542632,13324,460.5
549590,13324,423.0
549595,13324,903.87
554003,13324,504.0
554026,13324,648.72
554034,13324,208.79999999999998
566255,13324,1783.2400000000005
566257,13324,855.6
574303,13324,684.12
539283,14092,250.65000000000003
539766,14092,351.08000000000004
541796,14092,318.5
546640,14092,238.2
550304,14092,311.38
554949,14092,327.66000000000008
557751,14092,250.09000000000003
557752,14092,29.700000000000003
561888,14092,360.54000000000008
565092,14092,307.62
569249,14092,351.16999999999996
576684,14092,625.86
547697,14348,409.57000000000005
577537,14860,170.32
553737,15116,479.65000000000003
561535,15116,311.32000000000005
571017,15116,411.78
577985,15116,150.0
561208,15372,2007.4
537674,15628,319.17999999999995
548185,15628,371.83
556283,15628,314.11
562163,15628,308.43
565316,15628,311.85
569652,15628,416.46
572399,15628,321.5
576378,15628,303.93
536986,16140,124.14000000000001
569638,16140,601.04000000000008
546385,16652,1588.1600000000003
549961,16652,25.5
552819,16652,1440.9600000000003
563954,16652,1388.2699999999998
563955,16652,82.98
570701,16652,2159.2999999999997
570702,16652,88.800000000000011
546394,17164,627.13
552714,17164,316.09000000000003
559652,17164,327.19999999999993
567612,17164,745.84000000000037
574750,17164,381.28
574751,17164,44.85
574752,17164,24.96
536385,17420,130.85
557632,17420,260.66
572094,17420,207.32000000000002
537815,17676,300.70000000000005
561914,17676,182.66
562533,17676,16.5
564058,17676,230.98000000000002
570842,17676,309.24
552975,17932,589.01
557260,17932,345.5
575729,17932,397.06
544663,18188,426.59999999999997
568058,18188,1181.6800000000003
578661,18188,392.76
536944,12557,620.0
540785,12557,3417.12
547972,12557,817.5
558871,12557,4146.34
578321,12557,2990.0
537047,13069,326.6
537048,13069,5.9
538558,13069,309.72000000000008
538565,13069,1.9
540523,13069,340.94000000000011
543264,13069,255.02999999999997
547664,13069,273.98
550149,13069,330.34000000000003
550154,13069,103.25
550480,13069,192.26000000000002
552271,13069,150.35
552859,13069,123.52000000000001
554635,13069,117.75000000000001
555259,13069,90.6
555412,13069,61.3
556478,13069,226.48999999999995
559783,13069,302.04
562431,13069,47.289999999999992
563155,13069,138.68
565122,13069,476.76
571434,13069,110.53
571437,13069,14.56
578836,13069,156.08999999999995
567202,13325,675.3
543126,13581,118.0
542213,13837,113.7
552952,13837,157.54000000000002
579002,14093,442.85
579497,14349,133.50000000000003
571662,14861,125.79
552279,15117,312.40000000000003
562999,15117,363.32999999999993
572098,15117,526.3
578154,15117,1.65
578679,15117,348.09999999999997
536985,15373,334.29999999999995
538907,15373,202.79999999999998
542220,15373,211.35
544749,15373,151.55
548260,15373,176.20999999999998
553140,15373,115.54000000000002
557301,15373,328.55000000000007
563365,15373,17.0
563366,15373,149.6
576659,15373,21.0
577610,15373,362.48
543134,15885,15.0
565862,15885,349.35
565933,15885,15.0
566399,16141,620.4
568908,16653,1117.8599999999997
578296,16653,94.800000000000011
568729,16909,379.14000000000004
545214,17165,158.68000000000004
537227,17677,922.40000000000009
537228,17677,25.200000000000003
537229,17677,17.4
537766,17677,651.60000000000014
542093,17677,500.09999999999997
543731,17677,612.25
548367,17677,1337.7800000000002
548368,17677,70.92
550005,17677,310.0
552811,17677,1798.3300000000002
552815,17677,16.95
557214,17677,964.77
557215,17677,68.22
557216,17677,42.42
560718,17677,1682.59
560720,17677,17.0
560721,17677,29.759999999999998
562433,17677,1016.04
564965,17677,1565.82
564966,17677,34.8
566822,17677,320.67999999999995
567171,17677,716.0
571203,17677,1157.0800000000002
571204,17677,59.699999999999996
573110,17677,532.42000000000007
573111,17677,128.88
574471,17677,419.11999999999989
575873,17677,640.84
546784,18189,633.09999999999991
568051,18189,457.14
564819,12814,125.92
555101,13070,228.8
537042,13838,238.10999999999984
563200,13838,148.32
563201,13838,93.160000000000011
546250,14350,282.93
536591,14606,198.32
537209,14606,192.67999999999998
537765,14606,215.87999999999994
538839,14606,305.78999999999996
538846,14606,11.0
539246,14606,104.48
539610,14606,109.88000000000001
539831,14606,108.63000000000002
540014,14606,339.67999999999995
540526,14606,229.47999999999996
540954,14606,174.14999999999998
541289,14606,208.31999999999996
541595,14606,116.06000000000002
541859,14606,265.18
542217,14606,166.29999999999998
542800,14606,3.67
542862,14606,161.20000000000002
543115,14606,120.75000000000003
543281,14606,94.270000000000024
543481,14606,103.1
543979,14606,169.44
544301,14606,147.33
544407,14606,15.0
544466,14606,113.85000000000001
544803,14606,114.07000000000001
545063,14606,134.72
545377,14606,122.07000000000004
545838,14606,106.37000000000003
546249,14606,99.950000000000017
546427,14606,103.89
546732,14606,139.35000000000005
547199,14606,131.5
547652,14606,236.06999999999996
548210,14606,338.41
548870,14606,129.18
549101,14606,146.92
549717,14606,15.0
549720,14606,142.84
550057,14606,129.09
550532,14606,117.14000000000001
551058,14606,110.52
551194,14606,114.83999999999999
551774,14606,109.38
552302,14606,97.09
552894,14606,108.93999999999998
553503,14606,111.14
554491,14606,99.830000000000013
554994,14606,149.01000000000002
555199,14606,109.37000000000002
555746,14606,105.60000000000002
556202,14606,109.3
556576,14606,134.48000000000002
556887,14606,119.29
557577,14606,112.08999999999999
557757,14606,100.66999999999999
558441,14606,145.48000000000005
558991,14606,123.73000000000002
559606,14606,114.11000000000003
560276,14606,108.44
560696,14606,111.49000000000001
561112,14606,124.44000000000004
561216,14606,120.0
561704,14606,111.17000000000003
562087,14606,124.11000000000003
562649,14606,211.84999999999997
563328,14606,112.33000000000001
563764,14606,113.05000000000001
564573,14606,110.85000000000002
564743,14606,125.77
565329,14606,113.31000000000002
565846,14606,121.49999999999999
566264,14606,97.730000000000032
566730,14606,64.26
567292,14606,47.379999999999995
567679,14606,106.39000000000001
568667,14606,109.96
569457,14606,117.94
570380,14606,111.55000000000003
571158,14606,115.27000000000001
572063,14606,112.24000000000001
572847,14606,115.15
573277,14606,112.47000000000001
574035,14606,113.00999999999999
574891,14606,106.43999999999998
575574,14606,111.39
576201,14606,109.65
577286,14606,129.14
577736,14606,110.91999999999999
578518,14606,110.57000000000001
579098,14606,192.1999999999999
579689,14606,143.08999999999997
559979,14862,304.09999999999997
576098,14862,537.1
561638,15118,244.8
562136,15374,168.0
553751,15630,396.85999999999996
572735,15630,789.49
570430,15886,181.09000000000003
548732,16142,535.33999999999992
548404,16398,1169.95
559505,16398,535.85000000000014
537415,16654,227.40000000000003
550504,16654,274.45
555561,16654,35.400000000000006
560879,16654,64.02
566200,16910,111.78
566734,16910,163.08
567878,16910,290.51999999999987
568061,16910,189.69999999999996
570126,16910,135.82000000000005
571676,16910,268.76999999999992
579741,16910,163.59
553916,17166,127.58999999999999
573757,17166,78.75
544179,17422,321.25
551561,17422,306.82
556486,17422,375.03999999999996
560606,17422,293.07000000000005
565863,17422,402.78999999999996
578263,17422,280.4
547122,17678,298.11
570720,17934,638.44999999999993
571749,17934,65.8
541004,18190,171.46
555113,18190,113.00000000000001
541877,12559,486.11
542926,12559,75.600000000000009
554654,12815,615.36
560119,12815,448.09999999999997
538116,13327,685.00000000000011
538117,13327,60.0
544196,13327,202.9
547805,13327,474.05
555735,13327,450.40000000000009
560432,13327,484.1
563818,13327,382.3
573773,13327,889.0200000000001
559202,13583,781.03000000000031
558325,14351,51.0
547541,14607,495.0
572324,14607,2949.2799999999997
572325,14607,1044.0
572326,14607,2199.12
572337,14607,1434.0
572339,14607,765.12
572340,14607,967.68000000000006
572342,14607,1048.0
572344,14607,1116.0
572656,14607,432.0
574271,14607,1000.0
577725,14607,45.300000000000004
577822,14607,2000.0
578359,14607,1074.0
575673,14863,266.76
549307,15119,266.4
537211,16143,355.75000000000006
539581,16143,455.59999999999997
543538,16143,401.50000000000006
552711,16143,361.32000000000005
564190,16143,375.19000000000005
550469,16399,178.41
577595,16399,230.16
540856,16655,812.25
555731,16655,418.44999999999993
561900,16655,638.19
568191,16655,1042.31
575369,16655,613.68
577860,16655,269.64
552044,17423,449.41999999999996
572474,17423,248.98999999999995
566790,17679,1643.2000000000003
571547,17679,348.91
560824,17935,134.57
561057,17935,11.22
547494,18191,207.79999999999998
560590,12560,1292.3099999999995
563853,12560,144.0
557027,12816,318.65000000000003
565583,12816,253.55
546914,13072,177.15
542397,13328,1308.48
543275,13584,142.4
564764,14096,21.84
565383,14096,103.21999999999998
566217,14096,119.61999999999998
566566,14096,433.92999999999984
567656,14096,4936.6500000000051
568346,14096,3671.4400000000055
569246,14096,2900.9900000000039
570488,14096,3380.8600000000051
571441,14096,4050.6100000000038
572552,14096,3472.4200000000055
572854,14096,367.74
573576,14096,4941.7100000000046
575607,14096,4358.0000000000064
576339,14096,8425.5400000000063
578270,14096,6936.5200000000086
579196,14096,8107.7200000000121
546399,14352,231.30000000000004
550517,14352,614.01999999999987
559045,14352,178.74000000000004
559046,14352,54.9
538516,14608,204.0
566829,14608,586.95
575724,14608,486.65000000000003
561693,15120,358.82000000000005
551531,15376,654.16999999999985
563230,15376,334.85000000000008
573392,15376,244.33999999999997
546155,15632,394.63000000000005
548458,15632,300.6
551417,15632,547.26999999999987
556447,15632,314.16000000000008
560686,15632,385.56999999999994
562881,15632,409.60999999999996
