CustomerID,recency,frequency,monetary,r_score,f_score,m_score,fm_score,rfm_score,rfm_segment,Country
16642,199,1,307.73,1,1,2,2,1.33,Hibernating,United Kingdom
16898,18,3,508.80999999999972,3,3,2,3,2.67,Potential Loyalists,United Kingdom
17154,67,1,329.34,2,1,2,2,1.67,Customers Needing Attention,United Kingdom
17410,8,5,1214.7199999999996,4,4,3,4,3.67,Champions,United Kingdom
17666,57,1,409.08,2,1,2,2,1.67,Customers Needing Attention,United Kingdom
18178,120,4,1590.8099999999997,2,3,4,4,3.0,Can’t Lose Them,United Kingdom
12547,189,2,207.8,1,2,1,2,1.33,Hibernating,Spain
13059,241,1,183.4,1,1,1,1,1.0,Lost,United Kingdom
13571,4,12,2092.3200000000006,4,4,4,4,4.0,Champions,United Kingdom
13827,49,3,412.04999999999978,3,3,2,3,2.67,Potential Loyalists,United Kingdom
14083,118,7,548.92,2,4,2,3,2.67,At Risk,United Kingdom
14339,234,1,309.52,1,1,2,2,1.33,Hibernating,United Kingdom
14595,11,6,1740.5999999999992,4,4,4,4,4.0,Champions,United Kingdom
14851,15,2,511.35,4,2,2,2,2.67,Recent Customers,United Kingdom
15107,303,6,319.5,1,4,2,3,2.33,At Risk,United Kingdom
15363,364,1,325.99999999999994,1,1,2,2,1.33,Hibernating,United Kingdom
15619,2,1,336.40000000000003,4,1,2,2,2.33,Recent Customers,United Kingdom
16131,43,6,3506.5400000000013,3,4,4,4,3.67,Loyal Customers,United Kingdom
16387,314,1,94.36,1,1,1,1,1.0,Lost,United Kingdom
16643,237,1,487.51000000000005,1,1,2,2,1.33,Hibernating,United Kingdom
16899,11,5,969.97999999999956,4,4,3,4,3.67,Champions,United Kingdom
17155,9,2,251.69999999999993,4,2,1,2,2.33,Recent Customers,United Kingdom
17411,4,3,778.93999999999994,4,3,3,3,3.33,Recent Customers,United Kingdom
17667,58,5,2055.5099999999998,2,4,4,4,3.33,Can’t Lose Them,United Kingdom
17923,274,1,207.50000000000003,1,1,1,1,1.0,Lost,United Kingdom
18179,1,6,1793.1700000000008,4,4,4,4,4.0,Champions,United Kingdom
12548,158,1,95.199999999999989,1,1,1,1,1.0,Lost,Spain
13060,245,1,307.53,1,1,2,2,1.33,Hibernating,United Kingdom
13316,29,4,5977.7300000000005,3,3,4,4,3.33,Loyal Customers,United Kingdom
13572,197,1,1384.2500000000005,1,1,3,2,1.67,Hibernating,United Kingdom
13828,14,1,209.49,4,1,1,1,2.0,Promising,United Kingdom
14340,210,1,134.7,1,1,1,1,1.0,Lost,United Kingdom
14852,50,6,2836.6899999999982,2,4,4,4,3.33,Can’t Lose Them,United Kingdom
15108,133,4,1300.2500000000002,2,3,3,3,2.67,At Risk,European Community
15364,87,2,913.1900000000004,2,2,3,3,2.33,At Risk,United Kingdom
15620,48,3,1553.18,3,3,3,3,3.0,Potential Loyalists,United Kingdom
16644,169,2,833.78,1,2,3,3,2.0,At Risk,United Kingdom
16900,8,3,887.11000000000047,4,3,3,3,3.33,Recent Customers,United Kingdom
17412,15,6,1071.66,4,4,3,4,3.67,Champions,United Kingdom
17668,30,1,161.85000000000002,3,1,1,1,1.67,Promising,United Kingdom
17924,3,7,2962.5000000000009,4,4,4,4,4.0,Champions,United Kingdom
18180,51,5,1533.0200000000002,2,4,3,4,3.0,Can’t Lose Them,United Kingdom
13061,64,1,248.61,2,1,1,1,1.33,Customers Needing Attention,United Kingdom
13317,58,6,2273.6800000000003,2,4,4,4,3.33,Can’t Lose Them,United Kingdom
13573,42,2,294.40000000000003,3,2,1,2,2.0,Promising,United Kingdom
14085,1,15,3817.5499999999993,4,4,4,4,4.0,Champions,United Kingdom
14341,37,8,2182.2799999999988,3,4,4,4,3.67,Loyal Customers,United Kingdom
14597,3,2,883.15,4,2,3,3,3.0,Recent Customers,United Kingdom
14853,16,2,475.8,4,2,2,2,2.67,Recent Customers,United Kingdom
15109,237,1,484.95000000000005,1,1,2,2,1.33,Hibernating,United Kingdom
15365,17,7,2314.32,3,4,4,4,3.67,Loyal Customers,United Kingdom
15621,3,2,1044.96,4,2,3,3,3.0,Recent Customers,United Kingdom
15877,9,1,242.25999999999996,4,1,1,1,2.0,Promising,United Kingdom
16133,8,30,13651.919999999989,4,4,4,4,4.0,Champions,United Kingdom
16389,45,4,1382.0700000000002,3,3,3,3,3.0,Potential Loyalists,United Kingdom
17157,168,1,161.46,1,1,1,1,1.0,Lost,United Kingdom
17669,34,7,3406.7200000000003,3,4,4,4,3.67,Loyal Customers,United Kingdom
17925,364,1,244.08,1,1,1,1,1.0,Lost,United Kingdom
18181,16,1,382.79999999999995,4,1,2,2,2.33,Recent Customers,United Kingdom
12550,71,1,964.8299999999997,2,1,3,2,2.0,Customers Needing Attention,Spain
13062,183,1,346.98,1,1,2,2,1.33,Hibernating,United Kingdom
13318,29,1,302.96,3,1,1,1,1.67,Promising,United Kingdom
14342,13,4,668.56000000000017,4,3,3,3,3.33,Recent Customers,United Kingdom
14598,36,1,221.97000000000003,3,1,1,1,1.67,Promising,United Kingdom
14854,70,7,2759.8300000000004,2,4,4,4,3.33,Can’t Lose Them,United Kingdom
15110,15,4,996.09999999999991,4,3,3,3,3.33,Recent Customers,United Kingdom
15366,67,2,602.51,2,2,2,2,2.0,Customers Needing Attention,United Kingdom
15622,35,9,3709.5600000000018,3,4,4,4,3.67,Loyal Customers,United Kingdom
16134,13,2,618.09000000000026,4,2,2,2,2.67,Recent Customers,United Kingdom
16902,108,1,1706.88,2,1,4,3,2.33,At Risk,United Kingdom
17158,24,3,1266.9699999999996,3,3,3,3,3.0,Potential Loyalists,United Kingdom
17414,35,2,778.0,3,2,3,3,2.67,Potential Loyalists,United Kingdom
17670,219,1,205.7,1,1,1,1,1.0,Lost,United Kingdom
17926,125,2,397.28999999999996,2,2,2,2,2.0,Customers Needing Attention,United Kingdom
12551,349,1,168.0,1,1,1,1,1.0,Lost,Spain
13319,9,25,10536.449999999988,4,4,4,4,4.0,Champions,United Kingdom
13575,15,5,732.06999999999994,4,4,3,4,3.67,Champions,United Kingdom
13831,8,6,2202.99,4,4,4,4,4.0,Champions,United Kingdom
14855,111,2,645.65000000000009,2,2,2,2,2.0,Customers Needing Attention,United Kingdom
15111,21,3,1567.4800000000002,3,3,3,3,3.0,Potential Loyalists,United Kingdom
15367,49,4,1877.5899999999997,3,3,4,4,3.33,Loyal Customers,United Kingdom
15623,133,1,301.03000000000003,2,1,1,1,1.33,Customers Needing Attention,United Kingdom
16135,254,1,517.55,1,1,2,2,1.33,Hibernating,United Kingdom
16647,161,2,214.06000000000003,1,2,1,2,1.33,Hibernating,United Kingdom
16903,21,1,373.2399999999999,3,1,2,2,2.0,Promising,United Kingdom
17159,13,3,1538.8800000000003,4,3,3,3,3.33,Recent Customers,United Kingdom
17415,71,1,507.83999999999986,2,1,2,2,1.67,Customers Needing Attention,United Kingdom
17671,7,4,1572.71,4,3,3,3,3.33,Recent Customers,United Kingdom
18183,219,2,632.07000000000016,1,2,2,2,1.67,Hibernating,United Kingdom
12552,30,2,437.81999999999994,3,2,2,2,2.33,Promising,Italy
12808,28,3,483.6500000000002,3,3,2,3,2.67,Potential Loyalists,Portugal
13064,4,4,1119.4899999999998,4,3,3,3,3.33,Recent Customers,United Kingdom
13320,70,4,1548.7000000000005,2,3,3,3,2.67,At Risk,United Kingdom
13576,2,18,6717.3400000000011,4,4,4,4,4.0,Champions,United Kingdom
13832,11,1,52.199999999999996,4,1,1,1,2.0,Promising,United Kingdom
14088,2,13,50491.810000000019,4,4,4,4,4.0,Champions,United Kingdom
14344,119,8,889.93000000000029,2,4,3,4,3.0,Can’t Lose Them,United Kingdom
14600,297,1,393.33000000000004,1,1,2,2,1.33,Hibernating,United Kingdom
14856,28,3,1311.3800000000003,3,3,3,3,3.0,Potential Loyalists,United Kingdom
15368,13,1,446.94000000000005,4,1,2,2,2.33,Recent Customers,United Kingdom
15624,108,4,588.13000000000022,2,3,2,3,2.33,At Risk,United Kingdom
15880,361,1,343.27999999999992,1,1,2,2,1.33,Hibernating,United Kingdom
16136,51,3,709.38000000000011,2,3,3,3,2.67,At Risk,United Kingdom
16392,261,1,221.19000000000003,1,1,1,1,1.0,Lost,United Kingdom
16648,34,1,290.66,3,1,1,1,1.67,Promising,United Kingdom
16904,21,15,3405.2499999999991,3,4,4,4,3.67,Loyal Customers,United Kingdom
17160,23,6,3518.0299999999988,3,4,4,4,3.67,Loyal Customers,United Kingdom
17416,21,7,6893.420000000001,3,4,4,4,3.67,Loyal Customers,United Kingdom
17672,42,2,3178.1699999999996,3,2,4,3,3.0,Potential Loyalists,United Kingdom
17928,37,2,212.54000000000005,3,2,1,2,2.0,Promising,United Kingdom
18184,7,1,49.8,4,1,1,1,2.0,Promising,United Kingdom
12553,17,9,3415.2600000000007,3,4,4,4,3.67,Loyal Customers,France
12809,169,1,489.30999999999995,1,1,2,2,1.33,Hibernating,Portugal
13065,365,1,205.86,1,1,1,1,1.0,Lost,United Kingdom
13321,64,2,567.36,2,2,2,2,2.0,Customers Needing Attention,United Kingdom
13577,17,4,1687.5999999999988,3,3,4,4,3.33,Loyal Customers,United Kingdom
13833,151,1,384.7999999999999,1,1,2,2,1.33,Hibernating,United Kingdom
14089,48,1,161.0,3,1,1,1,1.67,Promising,United Kingdom
14345,30,1,108.97999999999999,3,1,1,1,1.67,Promising,United Kingdom
14601,2,1,213.96000000000004,4,1,1,1,2.0,Promising,United Kingdom
14857,51,2,1173.12,2,2,3,3,2.33,At Risk,United Kingdom
15113,1,3,3609.3300000000008,4,3,4,4,3.67,Champions,United Kingdom
15625,95,4,1534.26,2,3,3,3,2.67,At Risk,United Kingdom
15881,304,5,501.39,1,4,2,3,2.33,At Risk,United Kingdom
16393,3,12,2739.5100000000016,4,4,4,4,4.0,Champions,United Kingdom
16905,11,6,2767.7300000000005,4,4,4,4,4.0,Champions,United Kingdom
17673,58,5,1516.6500000000019,2,4,3,4,3.0,Can’t Lose Them,United Kingdom
17929,3,4,843.0,4,3,3,3,3.33,Recent Customers,United Kingdom
18185,241,1,304.24999999999994,1,1,1,1,1.0,Lost,United Kingdom
13066,16,2,470.8,4,2,2,2,2.67,Recent Customers,United Kingdom
13322,9,1,199.48000000000002,4,1,1,1,2.0,Promising,United Kingdom
14090,316,1,76.320000000000007,1,1,1,1,1.0,Lost,United Kingdom
14346,112,2,1021.5800000000004,2,2,3,3,2.33,At Risk,United Kingdom
15114,22,10,2760.5599999999981,3,4,4,4,3.67,Loyal Customers,United Kingdom
15370,32,7,2386.05,3,4,4,4,3.67,Loyal Customers,United Kingdom
15626,66,2,675.79999999999973,2,2,3,3,2.33,At Risk,United Kingdom
15882,190,4,516.3599999999999,1,3,2,3,2.0,At Risk,United Kingdom
16394,48,5,1555.3400000000006,3,4,3,4,3.33,Loyal Customers,United Kingdom
16650,63,1,518.42000000000007,2,1,2,2,1.67,Customers Needing Attention,United Kingdom
16906,73,4,579.7700000000001,2,3,2,3,2.33,At Risk,United Kingdom
17162,20,10,1715.4599999999996,3,4,4,4,3.67,Loyal Customers,United Kingdom
17418,34,2,463.46,3,2,2,2,2.33,Promising,United Kingdom
17674,66,2,551.04,2,2,2,2,2.0,Customers Needing Attention,United Kingdom
17930,27,5,1740.4799999999998,3,4,4,4,3.67,Loyal Customers,United Kingdom
12811,252,3,514.85,1,3,2,3,2.0,At Risk,Portugal
13067,74,1,115.46000000000002,2,1,1,1,1.33,Customers Needing Attention,United Kingdom
13323,13,3,355.3,4,3,2,3,3.0,Recent Customers,United Kingdom
13579,6,2,467.04,4,2,2,2,2.67,Recent Customers,United Kingdom
13835,17,4,834.57,3,3,3,3,3.0,Potential Loyalists,United Kingdom
14603,266,1,660.0,1,1,3,2,1.67,Hibernating,United Kingdom
14859,4,4,1353.7399999999996,4,3,3,3,3.33,Recent Customers,United Kingdom
15115,10,1,340.11,4,1,2,2,2.33,Recent Customers,United Kingdom
15883,25,1,143.76000000000002,3,1,1,1,1.67,Promising,United Kingdom
16139,10,3,635.41,4,3,2,3,3.0,Recent Customers,United Kingdom
16395,52,5,1486.8999999999999,2,4,3,4,3.0,Can’t Lose Them,United Kingdom
16907,21,5,981.65000000000043,3,4,3,4,3.33,Loyal Customers,United Kingdom
17163,13,2,293.1,4,2,1,2,2.33,Recent Customers,United Kingdom
17419,3,12,4226.57,4,4,4,4,4.0,Champions,United Kingdom
17675,10,29,19124.699999999968,4,4,4,4,4.0,Champions,United Kingdom
17931,126,2,408.3599999999999,2,2,2,2,2.0,Customers Needing Attention,United Kingdom
12556,42,2,603.70999999999992,3,2,2,2,2.33,Promising,Spain
12812,36,1,229.64,3,1,1,1,1.67,Promising,Japan
13068,2,2,344.0,4,2,2,2,2.67,Recent Customers,United Kingdom
13324,28,10,7121.9499999999935,3,4,4,4,3.67,Loyal Customers,United Kingdom
14092,15,12,3722.4500000000021,4,4,4,4,4.0,Champions,United Kingdom
14348,252,1,409.57000000000005,1,1,2,2,1.33,Hibernating,United Kingdom
14860,11,1,170.32,4,1,1,1,2.0,Promising,United Kingdom
15116,9,4,1352.7500000000002,4,3,3,3,3.33,Recent Customers,United Kingdom
15372,129,1,2007.4,2,1,4,3,2.33,At Risk,United Kingdom
15628,16,8,2667.2900000000004,4,4,4,4,4.0,Champions,United Kingdom
16140,57,2,725.18000000000029,2,2,3,3,2.33,At Risk,United Kingdom
16652,50,7,6773.9700000000012,2,4,4,4,3.33,Can’t Lose Them,United Kingdom
17164,24,7,2467.3500000000004,3,4,4,4,3.67,Loyal Customers,United Kingdom
17420,42,3,598.82999999999993,3,3,2,3,2.67,Potential Loyalists,United Kingdom
17676,50,5,1040.0800000000004,2,4,3,4,3.0,Can’t Lose Them,United Kingdom
17932,21,3,1331.57,3,3,3,3,3.0,Potential Loyalists,United Kingdom
18188,7,3,2001.0400000000004,4,3,4,4,3.67,Champions,United Kingdom
12557,8,5,11990.96,4,4,4,4,4.0,Champions,Spain
13069,6,23,4155.8799999999983,4,4,4,4,4.0,Champions,United Kingdom
13325,73,1,675.3,2,1,3,2,2.0,Customers Needing Attention,United Kingdom
13581,301,1,118.0,1,1,1,1,1.0,Lost,United Kingdom
13837,203,2,271.24,1,2,1,2,1.33,Hibernating,United Kingdom
14093,4,1,442.85,4,1,2,2,2.33,Recent Customers,United Kingdom
14349,2,1,133.50000000000003,4,1,1,1,2.0,Promising,United Kingdom
14861,44,1,125.79,3,1,1,1,1.67,Promising,United Kingdom
15117,6,5,1551.7800000000004,4,4,3,4,3.67,Champions,United Kingdom
15373,10,11,2070.3800000000006,4,4,4,4,4.0,Champions,United Kingdom
15885,84,3,379.35,2,3,2,3,2.33,At Risk,United Kingdom
16141,80,1,620.4,2,1,2,2,1.67,Customers Needing Attention,United Kingdom
16653,8,2,1212.6599999999999,4,2,3,3,3.0,Recent Customers,United Kingdom
16909,64,1,379.14000000000004,2,1,2,2,1.67,Customers Needing Attention,United Kingdom
17165,276,1,158.68000000000004,1,1,1,1,1.0,Lost,United Kingdom
17677,20,28,15659.069999999996,3,4,4,4,3.67,Loyal Customers,United Kingdom
18189,69,2,1090.2400000000002,2,2,3,3,2.33,At Risk,United Kingdom
12814,93,1,125.92,2,1,1,1,1.33,Customers Needing Attention,Poland
13070,184,1,228.8,1,1,1,1,1.0,Lost,United Kingdom
13838,109,3,479.58999999999958,2,3,2,3,2.33,At Risk,United Kingdom
14350,266,1,282.93,1,1,1,1,1.0,Lost,United Kingdom
14606,1,91,11800.940000000057,4,4,4,4,4.0,Champions,United Kingdom
14862,17,2,841.19999999999993,3,2,3,3,2.67,Potential Loyalists,United Kingdom
15118,126,1,244.8,2,1,1,1,1.33,Customers Needing Attention,United Kingdom
15374,120,1,168.0,2,1,1,1,1.33,Customers Needing Attention,United Kingdom
15630,37,2,1186.3500000000001,3,2,3,3,2.67,Potential Loyalists,United Kingdom
15886,52,1,181.09000000000003,2,1,1,1,1.33,Customers Needing Attention,United Kingdom
16142,241,1,535.33999999999992,1,1,2,2,1.33,Hibernating,United Kingdom
16398,146,2,1705.8000000000002,1,2,4,3,2.33,At Risk,United Kingdom
16654,133,4,601.26999999999987,2,3,2,3,2.33,At Risk,United Kingdom
16910,1,7,1323.2600000000029,4,4,3,4,3.67,Champions,United Kingdom
17166,30,2,206.33999999999997,3,2,1,2,2.0,Promising,United Kingdom
17422,8,6,1979.3699999999997,4,4,4,4,4.0,Champions,United Kingdom
17678,255,1,298.11,1,1,1,1,1.0,Lost,United Kingdom
17934,43,2,704.24999999999989,3,2,3,3,2.67,Potential Loyalists,United Kingdom
18190,184,2,284.46,1,2,1,2,1.33,Hibernating,United Kingdom
12559,302,2,561.71,1,2,2,2,1.67,Hibernating,Germany
12815,139,2,1063.46,2,2,3,3,2.33,At Risk,Poland
13327,30,8,3627.7699999999986,3,4,4,4,3.67,Loyal Customers,United Kingdom
13583,147,1,781.03000000000031,1,1,3,2,1.67,Hibernating,United Kingdom
14351,156,1,51.0,1,1,1,1,1.0,Lost,United Kingdom
14607,7,14,16569.5,4,4,4,4,4.0,Champions,United Kingdom
14863,21,1,266.76,3,1,1,1,1.67,Promising,United Kingdom
15119,237,1,266.4,1,1,1,1,1.0,Lost,United Kingdom
16143,100,5,1949.36,2,4,4,4,3.33,Can’t Lose Them,United Kingdom
16399,11,2,408.56999999999988,4,2,2,2,2.67,Recent Customers,United Kingdom
16655,9,6,3794.5199999999968,4,4,4,4,4.0,Champions,United Kingdom
17423,38,2,698.41000000000031,3,2,3,3,2.67,Potential Loyalists,United Kingdom
17679,44,2,1992.1100000000004,3,2,4,3,3.0,Potential Loyalists,United Kingdom
17935,130,2,145.79,2,2,1,2,1.67,Customers Needing Attention,United Kingdom
18191,253,1,207.79999999999998,1,1,1,1,1.0,Lost,United Kingdom
12560,104,2,1436.3099999999995,2,2,3,3,2.33,At Risk,Germany
12816,87,2,572.2,2,2,2,2,2.0,Customers Needing Attention,Poland
13072,258,1,177.15,1,1,1,1,1.0,Lost,United Kingdom
13328,308,1,1308.48,1,1,3,2,1.67,Hibernating,United Kingdom
13584,298,1,142.4,1,1,1,1,1.0,Lost,United Kingdom
14096,3,16,56228.8099999998,4,4,4,4,4.0,Champions,United Kingdom
14352,149,4,1078.9599999999998,1,3,3,3,2.33,At Risk,United Kingdom
14608,21,3,1277.6,3,3,3,3,3.0,Potential Loyalists,United Kingdom
15120,125,1,358.82000000000005,2,1,2,2,1.67,Customers Needing Attention,United Kingdom
15376,32,3,1233.3599999999994,3,3,3,3,3.0,Potential Loyalists,United Kingdom
15632,7,8,3285.3100000000013,4,4,4,4,4.0,Champions,United Kingdom
15888,72,1,168.31,2,1,1,1,1.33,Customers Needing Attention,United Kingdom
16144,238,1,175.2,1,1,1,1,1.0,Lost,United Kingdom
16400,86,1,303.93,2,1,1,1,1.33,Customers Needing Attention,United Kingdom
16656,14,15,8625.8000000000011,4,4,4,4,4.0,Champions,United Kingdom
16912,20,11,2575.380000000001,3,4,4,4,3.67,Loyal Customers,United Kingdom
17680,15,1,184.4,4,1,1,1,2.0,Promising,United Kingdom
18192,63,1,957.9699999999998,2,1,3,2,2.0,Customers Needing Attention,United Kingdom
12561,294,1,238.85000000000002,1,1,1,1,1.0,Lost,Germany
12817,273,1,166.04,1,1,1,1,1.0,Lost,Austria
13329,23,2,788.99999999999989,3,2,3,3,2.67,Potential Loyalists,United Kingdom
13841,244,1,85.0,1,1,1,1,1.0,Lost,United Kingdom
14353,207,1,90.6,1,1,1,1,1.0,Lost,United Kingdom
14609,64,4,601.56000000000006,2,3,2,3,2.33,At Risk,United Kingdom
14865,364,1,37.2,1,1,1,1,1.0,Lost,United Kingdom
15121,42,2,457.71999999999986,3,2,2,2,2.33,Promising,United Kingdom
15889,148,2,446.86999999999983,1,2,2,2,1.67,Hibernating,United Kingdom
16145,32,10,3432.0999999999963,3,4,4,4,3.67,Loyal Customers,United Kingdom
16401,6,11,3785.5799999999995,4,4,4,4,4.0,Champions,United Kingdom
16657,1,4,933.61999999999966,4,3,3,3,3.33,Recent Customers,United Kingdom
16913,282,1,113.44,1,1,1,1,1.0,Lost,United Kingdom
17169,49,2,835.78000000000009,3,2,3,3,2.67,Potential Loyalists,United Kingdom
17425,11,2,759.17000000000007,4,2,3,3,3.0,Recent Customers,United Kingdom
17937,23,6,3940.9200000000005,3,4,4,4,3.67,Loyal Customers,United Kingdom
18193,157,1,243.76000000000002,1,1,1,1,1.0,Lost,United Kingdom
12562,14,6,3127.3700000000013,4,4,4,4,4.0,Champions,France
12818,253,1,1542.0800000000002,1,1,3,2,1.67,Hibernating,Austria
13330,84,3,1140.9299999999998,2,3,3,3,2.67,At Risk,United Kingdom
13842,50,9,3385.619999999999,2,4,4,4,3.33,Can’t Lose Them,United Kingdom
14098,28,1,147.35,3,1,1,1,1.67,Promising,United Kingdom
14354,22,1,87.78,3,1,1,1,1.67,Promising,United Kingdom
14866,2,12,14389.900000000007,4,4,4,4,4.0,Champions,United Kingdom
15122,106,3,1633.7799999999997,2,3,4,4,3.0,Can’t Lose Them,United Kingdom
15634,9,1,243.55,4,1,1,1,2.0,Promising,United Kingdom
16146,149,3,734.13,1,3,3,3,2.33,At Risk,United Kingdom
16402,256,2,299.59999999999997,1,2,1,2,1.33,Hibernating,United Kingdom
16658,360,1,123.24,1,1,1,1,1.0,Lost,United Kingdom
16914,28,1,208.46000000000004,3,1,1,1,1.67,Promising,United Kingdom
17426,83,4,4280.5899999999992,2,3,4,4,3.0,Can’t Lose Them,United Kingdom
17682,2,6,2474.3299999999995,4,4,4,4,4.0,Champions,United Kingdom
18194,74,1,973.83999999999992,2,1,3,2,2.0,Customers Needing Attention,United Kingdom
13075,121,1,919.61,2,1,3,2,2.0,Customers Needing Attention,United Kingdom
13587,55,1,712.4,2,1,3,2,2.0,Customers Needing Attention,United Kingdom
14099,8,11,3104.1700000000005,4,4,4,4,4.0,Champions,United Kingdom
14355,357,1,174.39999999999998,1,1,1,1,1.0,Lost,United Kingdom
14867,177,3,710.27999999999986,1,3,3,3,2.33,At Risk,United Kingdom
15123,198,1,1069.4699999999993,1,1,3,2,1.67,Hibernating,United Kingdom
15379,161,7,3703.29,1,4,4,4,3.0,Can’t Lose Them,United Kingdom
15891,218,1,524.52,1,1,2,2,1.33,Hibernating,United Kingdom
16147,125,1,375.00000000000006,2,1,2,2,1.67,Customers Needing Attention,United Kingdom
16403,304,1,177.5,1,1,1,1,1.0,Lost,United Kingdom
16659,181,1,39.12,1,1,1,1,1.0,Lost,United Kingdom
16915,1,6,621.68000000000006,4,4,2,3,3.33,Recent Customers,United Kingdom
17171,281,1,224.90999999999997,1,1,1,1,1.0,Lost,United Kingdom
17427,63,1,100.8,2,1,1,1,1.33,Customers Needing Attention,United Kingdom
17939,151,1,99.140000000000029,1,1,1,1,1.0,Lost,United Kingdom
12564,253,1,456.90000000000003,1,1,2,2,1.33,Hibernating,France
12820,36,3,731.9899999999999,3,3,3,3,3.0,Potential Loyalists,United Kingdom
13332,6,1,350.9,4,1,2,2,2.33,Recent Customers,United Kingdom
13588,7,9,2478.9499999999985,4,4,4,4,4.0,Champions,United Kingdom
13844,3,1,361.61999999999995,4,1,2,2,2.33,Recent Customers,United Kingdom
14100,129,1,194.9,2,1,1,1,1.33,Customers Needing Attention,United Kingdom
14356,71,2,701.23,2,2,3,3,2.33,At Risk,United Kingdom
14868,13,7,2563.5000000000009,4,4,4,4,4.0,Champions,United Kingdom
15124,14,2,184.18999999999997,4,2,1,2,2.33,Recent Customers,United Kingdom
15380,38,4,1304.9599999999998,3,3,3,3,3.0,Potential Loyalists,United Kingdom
15636,81,2,724.75999999999988,2,2,3,3,2.33,At Risk,United Kingdom
16148,288,1,76.320000000000007,1,1,1,1,1.0,Lost,United Kingdom
16404,62,1,443.05,2,1,2,2,1.67,Customers Needing Attention,United Kingdom
16660,8,4,1267.6499999999999,4,3,3,3,3.33,Recent Customers,United Kingdom
16916,15,2,576.25999999999976,4,2,2,2,2.67,Recent Customers,United Kingdom
17172,70,1,317.76,2,1,2,2,1.67,Customers Needing Attention,United Kingdom
17428,14,27,16841.25,4,4,4,4,4.0,Champions,United Kingdom
